0,1,2,3,4,5,6
23,1225,8064,10840,1.0,2600,170017
20,1595,9055,13880,1.0,2838,120017
42,943,7690,9168,1.0,2001,380017
29,4168,25172,39380,1.0,6920,230017
23,1018,9803,12025,1.0,3510,190017
19,1489,11502,15303,1.0,3764,150017
25,1204,11263,13947,1.0,4095,210017
21,1657,9996,16132,1.0,3519,130017
26,960,9216,11283,1.0,3457,220017
17,711,5394,7277,1.0,2165,110017
18,851,8284,10139,1.0,3143,140017
34,1060,7901,10138,1.0,2662,280017
19,486,2360,3389,1.0,530,90017
20,1553,7438,12746,1.0,2254,80017
34,4392,19032,35199,1.0,3085,240017
20,579,4590,5753,1.0,1438,140017
17,1065,8767,11194,1.0,3011,130017
21,2032,13843,20248,1.0,4472,150017
19,1181,10345,13151,1.0,3700,150017
22,2250,13203,19950,1.0,3774,160017
24,1533,10669,14255,1.0,3307,180017
29,1820,10723,16238,1.0,2970,230017
23,911,8545,10564,1.0,3143,190017
20,517,2401,3305,1.0,494,80017
34,1815,10619,16026,1.0,3123,260017
22,1003,7425,10108,1.0,2583,160017
18,579,3368,4385,1.0,1085,100017
18,285,1789,2213,1.0,517,100017
22,2060,15366,21759,1.0,5296,160017
29,1186,8702,11381,1.0,2710,230017
20,1687,12288,16599,1.0,3938,160017
18,673,5452,7187,1.0,2041,100017
18,620,5059,6628,1.0,1881,100017
17,20,121,121,1.0,1,50017
19,1112,8833,11703,1.0,3148,130017
22,1439,10920,14877,1.0,3819,160017
35,1563,12259,16586,1.0,4241,290017
28,1803,10744,16172,1.0,3065,200017
23,1873,14132,19969,1.0,4948,170017
18,251,1831,2154,1.0,586,120017
19,3598,19083,33729,1.0,5143,110017
19,1001,9555,11840,1.0,3584,150017
21,1535,9220,13093,1.0,2646,150017
19,231,1079,1444,1.0,233,70017
33,1956,13676,20030,1.0,4087,270017
20,1166,5474,9293,1.0,1567,100017
19,143,646,781,1.0,96,70017
25,2150,14080,20397,1.0,4279,190017
18,40,208,213,1.0,10,60017
18,432,3539,4550,1.0,1294,100017
25,974,5818,7869,1.0,1606,170017
20,2607,15894,25804,1.0,5081,100017
19,887,7016,8941,1.0,2520,130017
27,881,5783,8014,1.0,1719,190017
18,359,2321,3182,1.0,679,100017
23,1989,10748,16132,1.0,2773,170017
21,1424,8668,12381,1.0,2483,150017
23,965,9188,11316,1.0,3418,190017
19,750,4645,6944,1.0,1430,90017
20,1200,9610,12688,1.0,3208,140017
21,2974,19055,30315,1.0,5729,130017
20,1999,15007,21530,1.0,5105,140017
23,1301,8852,12365,1.0,2874,170017
24,3293,19615,32808,1.0,5995,160017
41,4239,24913,39047,1.0,6133,350017
48,6604,30171,52211,1.0,6277,420017
19,1099,10234,12740,1.0,3840,150017
20,1478,11556,15878,1.0,3856,140017
24,1772,13316,18854,1.0,4691,180017
20,940,6970,8874,1.0,2311,140017
22,1183,8949,11864,1.0,3085,160017
18,846,8244,10121,1.0,3124,140017
19,941,9009,11076,1.0,3338,150017
20,3141,15068,25731,1.0,3652,100017
25,1524,8779,12508,1.0,2393,190017
19,143,646,781,1.0,96,70017
22,1022,7037,9287,1.0,2234,160017
19,167,1013,1311,1.0,255,70017
22,1077,4888,8414,1.0,1044,120017
20,1001,7655,9839,1.0,2589,140017
26,2807,15312,24619,1.0,3949,200017
21,654,5556,6836,1.0,2083,170017
20,747,3220,5113,1.0,631,100017
20,1545,11945,16444,1.0,4114,140017
19,143,646,781,1.0,96,70017
29,2381,18513,24454,1.0,6104,250017
19,2112,14604,21623,1.0,4845,110017
19,547,5004,5947,1.0,1735,150017
20,878,8253,10119,1.0,3084,160017
19,1848,14255,20226,1.0,5032,130017
18,542,4494,5857,1.0,1694,100017
18,288,2382,2820,1.0,896,100017
17,20,121,121,1.0,1,50017
19,143,646,781,1.0,96,70017
18,282,2178,2660,1.0,711,100017
22,1081,9030,11491,1.0,3120,180017
22,1931,13852,20001,1.0,4686,160017
18,673,5499,7283,1.0,2111,100017
23,1393,10203,13858,1.0,3377,170017
23,2121,10700,17021,1.0,2533,170017
21,4183,20462,38760,1.0,5304,110017
19,1778,12637,18080,1.0,4211,110017
18,673,5499,7283,1.0,2111,100017
21,758,5645,7147,1.0,1907,150017
21,1086,8414,11307,1.0,2869,150017
22,1198,9137,12039,1.0,3060,160017
40,4905,26088,41513,1.0,6705,340017
18,440,3078,4072,1.0,976,100017
21,1158,10701,13272,1.0,3907,170017
27,2181,8845,14891,1.0,1560,170017
18,282,2178,2660,1.0,711,100017
20,837,6484,8345,1.0,2158,140017
25,1468,11520,15526,1.0,3953,190017
27,3339,20811,31780,1.0,6122,210017
39,1312,11699,14356,1.0,4124,350017
18,886,8625,10564,1.0,3261,140017
19,1273,6524,10772,1.0,1968,90017
19,1045,9972,12321,1.0,3678,150017
22,575,4027,5028,1.0,1242,160017
20,517,2401,3305,1.0,494,80017
19,167,1013,1311,1.0,255,70017
21,1579,10574,14795,1.0,3300,150017
18,1005,7937,10428,1.0,2821,120017
38,3204,17844,25703,1.0,4572,320017
22,930,7211,9139,1.0,2451,160017
18,886,8625,10564,1.0,3261,140017
21,2035,11747,18905,1.0,3402,130017
19,766,5069,7408,1.0,1225,110017
28,5580,27874,46975,1.0,6367,220017
22,1208,8050,10938,1.0,2507,160017
22,1910,12781,18535,1.0,4056,160017
28,1699,12422,17397,1.0,4333,220017
35,2848,22154,29352,1.0,7187,310017
23,976,9256,11361,1.0,3461,190017
18,673,5499,7283,1.0,2111,100017
19,143,646,781,1.0,96,70017
21,949,9008,11106,1.0,3397,170017
18,558,4096,5257,1.0,1329,100017
36,1036,9441,11331,1.0,3321,320017
18,620,5059,6628,1.0,1881,100017
54,4151,30540,41004,1.0,8850,500017
18,804,6385,8135,1.0,2277,120017
20,968,9216,11320,1.0,3488,160017
20,237,1804,2091,1.0,553,120017
31,1120,8250,10614,1.0,2730,250017
32,1363,10168,13549,1.0,3339,260017
20,708,5135,6961,1.0,1775,140017
20,517,2401,3305,1.0,494,80017
18,973,7717,10014,1.0,2675,120017
18,288,2382,2820,1.0,896,100017
23,1144,10779,13335,1.0,3826,190017
18,1356,7942,11887,1.0,2633,100017
20,909,5971,8640,1.0,2049,120017
19,1273,6524,10772,1.0,1968,90017
21,952,9060,11198,1.0,3377,170017
21,630,4867,6335,1.0,1702,130017
24,936,9181,11287,1.0,3454,200017
27,1231,9513,12501,1.0,3146,190017
18,572,4544,5564,1.0,1613,120017
18,673,5452,7187,1.0,2041,100017
17,20,121,121,1.0,1,50017
19,2502,15632,23882,1.0,4769,130017
21,1559,12002,16496,1.0,4038,130017
21,1644,12976,18098,1.0,4574,150017
21,1550,12195,16686,1.0,4243,150017
18,673,5499,7283,1.0,2111,100017
25,3673,15883,29815,1.0,2997,150017
19,833,7831,9526,1.0,2962,150017
24,1712,12623,17573,1.0,4285,180017
25,2190,12910,19017,1.0,3580,190017
23,1446,6579,10374,1.0,1378,130017
19,1216,9886,13343,1.0,3402,110017
19,147,917,1161,1.0,188,70017
24,795,5493,7495,1.0,1798,180017
19,334,3275,3799,1.0,1156,150017
31,2734,14725,22961,1.0,3659,250017
19,770,6196,7897,1.0,2248,110017
36,3034,17075,24650,1.0,3808,300017
18,175,1019,1318,1.0,288,80017
20,2069,12670,20117,1.0,4074,100017
19,1385,10891,14775,1.0,3938,110017
20,517,2401,3305,1.0,494,80017
47,9885,44071,80998,1.0,9585,390017
24,4917,22241,44067,1.0,5458,140017
18,947,5561,7965,1.0,1849,100017
26,556,5479,6506,1.0,1878,220017
25,1456,11573,15764,1.0,3963,190017
23,867,8012,9755,1.0,3011,190017
24,1146,10517,12994,1.0,3958,200017
20,2612,15785,24567,1.0,4601,140017
20,1861,10805,15707,1.0,2996,140017
24,2078,14292,21098,1.0,4659,180017
19,510,4799,5769,1.0,1615,150017
17,802,7908,9689,1.0,2971,130017
20,2398,14152,21508,1.0,3928,140017
20,1012,9673,11913,1.0,3672,160017
22,1064,7825,10169,1.0,2626,160017
19,827,5635,7874,1.0,1980,110017
23,1944,14706,20988,1.0,5112,170017
22,1600,12671,17121,1.0,3998,160017
65,3853,26739,35967,1.0,8376,610017
18,1044,8273,10900,1.0,2908,120017
28,2929,18121,27225,1.0,5953,200017
18,623,5086,6609,1.0,1879,100017
18,288,2382,2820,1.0,896,100017
22,2329,17735,25329,1.0,6238,160017
22,1359,8132,12435,1.0,2250,140017
19,750,4645,6944,1.0,1430,90017
27,2837,20011,27142,1.0,6040,230017
25,1227,10819,13470,1.0,3777,210017
96,18537,63297,123042,1.0,4637,900017
20,1890,8824,16074,1.0,2841,80017
23,1079,8461,10899,1.0,2849,170017
24,2237,11105,18079,1.0,2769,160017
21,2374,15703,23352,1.0,4866,150017
25,1404,6642,10940,1.0,1643,150017
47,4142,26938,38365,1.0,7277,430017
33,4644,24814,37833,1.0,5603,270017
28,3646,23256,34148,1.0,6367,220017
18,1074,8847,11980,1.0,3238,120017
20,1066,6541,9211,1.0,1973,120017
19,231,1079,1444,1.0,233,70017
28,2259,9708,17554,1.0,2440,180017
32,2711,18162,27820,1.0,5841,240017
21,290,2599,3008,1.0,877,170017
22,2407,13320,20547,1.0,3564,160017
21,948,4233,6680,1.0,962,130017
23,1454,10100,13563,1.0,3093,170017
21,1120,8463,11194,1.0,2941,150017
19,231,1079,1444,1.0,233,70017
25,4081,16665,33591,1.0,2780,150017
23,2593,14432,23773,1.0,4194,130017
31,3972,19542,32984,1.0,4351,230017
23,1032,7783,10046,1.0,2608,170017
21,1039,9686,12042,1.0,3539,170017
19,231,1079,1444,1.0,233,70017
18,440,3078,4072,1.0,976,100017
40,6336,31753,53319,1.0,8120,340017
18,1289,10601,13653,1.0,3699,140017
25,1784,12929,18037,1.0,4320,190017
25,1316,11085,14069,1.0,3906,210017
21,2304,15271,22645,1.0,4811,150017
18,570,4134,5345,1.0,1372,100017
23,1330,10444,13988,1.0,3542,170017
24,2062,14798,21444,1.0,4805,180017
20,1810,13665,19284,1.0,4711,140017
24,2758,19128,27095,1.0,5572,180017
19,2371,16261,24800,1.0,5402,110017
22,1047,9985,12385,1.0,3646,180017
23,2122,15805,22594,1.0,5380,170017
21,1353,10016,13605,1.0,3349,150017
18,1287,10279,14064,1.0,3536,120017
27,1884,13851,19584,1.0,4634,210017
21,1009,9598,11889,1.0,3569,170017
24,2580,17474,24779,1.0,5051,180017
27,542,2825,4107,1.0,479,170017
17,20,121,121,1.0,1,50017
24,1223,10652,13451,1.0,3788,200017
40,4323,21865,35045,1.0,5068,320017
33,2258,16492,23745,1.0,5335,270017
23,4620,21607,41915,1.0,5637,130017
21,1309,9943,13384,1.0,3314,150017
18,1259,9963,13486,1.0,3596,120017
51,5254,31645,47262,1.0,9294,470017
22,1759,13252,18418,1.0,4523,160017
17,20,121,121,1.0,1,50017
24,864,6234,8020,1.0,1848,180017
20,152,664,781,1.0,60,80017
18,1586,11529,16158,1.0,3798,120017
21,997,9669,11921,1.0,3533,170017
30,2637,17940,25089,1.0,4865,240017
21,2732,13229,23063,1.0,3173,130017
18,704,4547,6345,1.0,1482,100017
19,2371,16261,24800,1.0,5402,110017
22,1109,7977,10978,1.0,2430,160017
20,2043,14323,20973,1.0,4772,140017
18,1532,12736,16488,1.0,4398,140017
19,143,646,781,1.0,96,70017
17,20,121,121,1.0,1,50017
19,938,9123,11221,1.0,3503,150017
19,1273,6524,10772,1.0,1968,90017
19,1228,9039,11991,1.0,2897,150017
25,1705,11737,16748,1.0,3605,190017
18,282,2178,2660,1.0,711,100017
30,3165,13990,27239,1.0,4859,200017
22,1189,10400,13190,1.0,3651,180017
23,995,9678,11930,1.0,3560,190017
24,1383,10453,14045,1.0,3484,180017
19,832,7723,9319,1.0,2806,150017
21,1838,13743,19340,1.0,4670,150017
24,1539,11608,15804,1.0,3826,180017
21,1315,9705,13025,1.0,3295,130017
20,517,2401,3305,1.0,494,80017
18,674,4824,6588,1.0,1796,100017
21,1817,12235,17339,1.0,3829,150017
18,805,7994,9716,1.0,3111,140017
45,4027,23368,35473,1.0,6170,390017
19,167,1013,1311,1.0,255,70017
21,1083,8215,10654,1.0,2651,130017
17,20,121,121,1.0,1,50017
23,1105,9714,12316,1.0,3455,190017
22,333,2963,3454,1.0,980,180017
19,972,9093,11127,1.0,3261,150017
19,471,3418,4295,1.0,1119,110017
31,1870,14041,19767,1.0,4579,250017
22,999,9429,11552,1.0,3504,180017
23,2272,13802,20686,1.0,4107,170017
18,483,3901,4954,1.0,1515,100017
21,1474,10039,13989,1.0,3067,150017
18,620,5059,6628,1.0,1881,100017
24,1107,9360,11942,1.0,3321,200017
19,486,2360,3389,1.0,530,90017
19,1809,13986,19651,1.0,4910,130017
22,914,6117,7824,1.0,1654,160017
35,2476,10647,20433,1.0,2935,250017
18,673,5499,7283,1.0,2111,100017
18,432,3539,4550,1.0,1294,100017
21,1528,11842,15614,1.0,3921,170017
24,1074,10058,12504,1.0,3679,200017
20,488,4573,5475,1.0,1576,160017
18,432,3539,4550,1.0,1294,100017
22,1070,10131,12481,1.0,3651,180017
19,1778,12637,18080,1.0,4211,110017
18,283,1986,2408,1.0,528,100017
18,597,4224,5469,1.0,1449,100017
21,2542,14885,23102,1.0,4349,150017
20,2247,10978,18356,1.0,2695,100017
18,1140,9181,11813,1.0,3110,140017
19,85,417,487,1.0,50,90017
18,768,4564,6120,1.0,1526,100017
19,107,875,979,1.0,204,110017
20,1917,14386,20242,1.0,4915,140017
21,2125,9866,16865,1.0,2590,110017
39,3138,17200,24572,1.0,4256,330017
21,1895,13230,18903,1.0,4108,150017
18,804,6385,8135,1.0,2277,120017
33,1377,10277,13603,1.0,3318,270017
25,2032,9395,15185,1.0,1949,150017
25,2359,13197,20601,1.0,3364,190017
20,1718,12814,18097,1.0,4475,140017
17,20,121,121,1.0,1,50017
18,978,8951,11201,1.0,3388,140017
19,231,1079,1444,1.0,233,70017
26,1277,9157,12256,1.0,2754,200017
22,950,9099,11247,1.0,3292,180017
47,400,2639,3118,1.0,722,410017
24,2889,16653,27786,1.0,4955,160017
24,939,6838,9473,1.0,2142,180017
23,1728,9952,14283,1.0,2824,170017
22,996,9382,11506,1.0,3494,180017
25,2711,13554,21721,1.0,3075,190017
24,871,8215,10089,1.0,3028,200017
20,753,5781,7540,1.0,2022,120017
22,915,8946,10886,1.0,3340,180017
24,2575,15398,23625,1.0,4479,180017
17,74,408,462,1.0,77,70017
17,803,7952,9710,1.0,3043,130017
23,1314,8560,11555,1.0,2670,170017
21,1741,13176,18341,1.0,4458,150017
19,809,4759,6645,1.0,1455,130017
23,1871,15562,20027,1.0,5138,190017
17,20,121,121,1.0,1,50017
22,1063,9835,12083,1.0,3619,180017
18,620,5059,6628,1.0,1881,100017
23,1293,9645,12808,1.0,3250,170017
21,1075,9259,11623,1.0,3210,170017
24,940,7076,9026,1.0,2231,180017
20,1498,7046,11868,1.0,1912,80017
20,1743,12085,16876,1.0,3836,140017
18,1697,9555,14112,1.0,2593,120017
22,877,8101,9847,1.0,3083,180017
21,1128,7463,9896,1.0,2303,150017
20,1501,9140,13514,1.0,2682,120017
19,45,286,314,1.0,36,70017
22,923,7040,9114,1.0,2393,160017
22,3093,20168,29409,1.0,5560,160017
19,147,917,1161,1.0,188,70017
22,1902,14311,20267,1.0,5054,160017
176,21007,121155,175663,1.0,32140,1720017
28,1217,7609,10103,1.0,2228,220017
22,1486,9217,13445,1.0,2609,160017
23,1892,14074,19552,1.0,4632,170017
22,644,5475,6710,1.0,2036,180017
18,863,5564,7634,1.0,1833,120017
21,493,3751,4777,1.0,1276,130017
19,1474,11564,15977,1.0,4197,110017
28,1271,10871,13916,1.0,3753,240017
21,1943,13164,19476,1.0,4306,150017
18,673,5499,7283,1.0,2111,100017
18,592,4732,6219,1.0,1885,100017
19,851,8343,10179,1.0,3216,150017
41,7385,45398,69975,1.0,11364,320017
19,143,646,781,1.0,96,70017
25,1939,11801,17652,1.0,3557,190017
21,1072,10099,12439,1.0,3731,170017
19,231,1079,1444,1.0,233,70017
18,623,5086,6609,1.0,1879,100017
27,1070,7321,9495,1.0,2397,210017
27,1887,12796,18224,1.0,4026,210017
29,1155,8960,11639,1.0,3041,230017
18,283,1986,2408,1.0,528,100017
22,1953,13144,19122,1.0,4217,160017
23,2150,14572,21555,1.0,4576,170017
20,1559,11469,15636,1.0,3813,140017
38,3958,20986,33054,1.0,4874,320017
19,231,1079,1444,1.0,233,70017
18,1005,7937,10428,1.0,2821,120017
47,2310,18137,23143,1.0,5363,430017
19,977,8184,10788,1.0,2868,110017
29,624,2813,4051,1.0,533,190017
21,1880,10858,15842,1.0,3041,150017
20,971,9187,11325,1.0,3446,160017
37,2241,17909,23439,1.0,5853,330017
39,2138,14990,20985,1.0,4868,330017
18,467,3733,4752,1.0,1278,100017
20,1001,7655,9839,1.0,2589,140017
30,1252,11398,14101,1.0,4216,260017
30,1171,8772,11450,1.0,3021,240017
19,143,646,781,1.0,96,70017
43,5167,26594,43263,1.0,6544,370017
18,433,2330,3339,1.0,626,80017
21,1112,8772,10840,1.0,2700,170017
17,20,121,121,1.0,1,50017
18,282,2178,2660,1.0,711,100017
27,1157,7507,10304,1.0,2130,210017
27,1362,12159,15103,1.0,4190,230017
20,1636,12369,16887,1.0,4252,140017
21,1010,9603,11897,1.0,3517,170017
39,2763,14489,23342,1.0,2534,310017
19,971,9513,11737,1.0,3521,150017
31,612,2583,3790,1.0,426,210017
23,1579,11306,16207,1.0,3379,170017
21,1750,13129,18505,1.0,4423,150017
17,20,121,121,1.0,1,50017
27,1123,7861,10352,1.0,2134,230017
17,20,121,121,1.0,1,50017
22,1144,8772,11525,1.0,3030,160017
26,2256,10830,17891,1.0,2525,160017
17,20,121,121,1.0,1,50017
19,1817,11348,16355,1.0,3204,130017
20,1220,10562,13449,1.0,3740,160017
19,231,1079,1444,1.0,233,70017
21,862,8142,10005,1.0,3042,170017
22,818,4599,6541,1.0,1259,140017
21,926,8653,10576,1.0,3271,170017
29,1468,10723,14558,1.0,3718,230017
17,20,121,121,1.0,1,50017
19,914,8653,10726,1.0,3124,150017
20,475,2305,3293,1.0,596,80017
20,2998,16170,26092,1.0,4239,140017
19,143,646,781,1.0,96,70017
19,878,8559,10488,1.0,3256,150017
18,460,3373,4220,1.0,1150,100017
19,1071,9984,12372,1.0,3715,150017
21,510,3654,4623,1.0,1300,150017
20,161,887,1092,1.0,175,100017
33,2091,16652,21438,1.0,5246,290017
60,6734,33289,51440,1.0,7798,540017
35,2920,22327,29980,1.0,6904,310017
19,231,1079,1444,1.0,233,70017
32,972,4704,7066,1.0,1253,220017
18,378,3064,3855,1.0,1100,100017
43,2655,16323,23907,1.0,3956,350017
18,958,7781,10270,1.0,2847,120017
28,1272,10245,12939,1.0,3416,240017
24,1478,11553,15839,1.0,4121,180017
20,1420,11224,15396,1.0,4013,140017
21,1234,9040,11961,1.0,2869,170017
18,884,7663,9641,1.0,2778,140017
22,2761,16199,25563,1.0,4572,160017
24,1294,9738,13142,1.0,3236,180017
38,2564,17551,25334,1.0,5408,320017
20,1917,14386,20242,1.0,4915,140017
20,1890,8824,16074,1.0,2841,80017
22,1343,10511,13917,1.0,3602,160017
20,1698,13433,18703,1.0,4569,140017
17,20,121,121,1.0,1,50017
29,2061,14948,21155,1.0,4826,230017
19,231,1079,1444,1.0,233,70017
17,105,830,932,1.0,137,90017
23,1395,9990,13322,1.0,3013,190017
24,1509,11816,16022,1.0,3963,180017
23,2411,15014,21083,1.0,3902,170017
19,143,646,781,1.0,96,70017
61,3566,17448,26649,1.0,3934,530017
36,361,2446,2902,1.0,671,300017
18,673,5452,7187,1.0,2041,100017
20,969,4600,7186,1.0,1282,80017
193,15974,54855,100298,1.0,7031,1870017
19,1099,10234,12740,1.0,3840,150017
19,1283,10105,13671,1.0,3613,130017
21,867,8180,10042,1.0,3094,170017
19,995,9354,11553,1.0,3515,150017
20,914,8473,10393,1.0,3145,160017
24,1496,10934,14773,1.0,3693,180017
26,1866,13869,19508,1.0,4644,200017
18,1067,7521,10107,1.0,2486,120017
20,969,4600,7186,1.0,1282,80017
19,143,646,781,1.0,96,70017
21,863,8335,10240,1.0,3151,170017
29,2861,16771,26178,1.0,4627,230017
21,796,5669,7488,1.0,1926,150017
21,2151,14779,21696,1.0,4777,150017
22,1040,9864,12139,1.0,3673,180017
19,143,646,781,1.0,96,70017
27,2061,11143,16664,1.0,2819,210017
20,517,2401,3305,1.0,494,80017
25,1163,6667,9208,1.0,1779,190017
28,2054,14044,20555,1.0,4511,220017
19,2177,11999,18762,1.0,3283,130017
26,2250,15980,22924,1.0,5218,200017
22,2259,13461,21138,1.0,3960,140017
18,623,5086,6609,1.0,1879,100017
67,4478,31219,41894,1.0,9340,630017
17,975,8962,11185,1.0,3257,130017
21,892,4935,6886,1.0,1450,130017
47,6258,33534,57993,1.0,7482,390017
24,1561,11576,16016,1.0,4058,180017
25,2913,13011,23297,1.0,2799,150017
28,3317,22424,31440,1.0,6548,240017
19,231,1079,1444,1.0,233,70017
126,2053,8223,10098,1.0,865,1200017
31,2339,11912,18648,1.0,2899,250017
17,20,121,121,1.0,1,50017
26,896,8311,10187,1.0,3077,220017
17,20,121,121,1.0,1,50017
19,234,1610,2071,1.0,342,90017
21,1714,8520,13687,1.0,2309,110017
21,2101,14318,21107,1.0,4669,150017
22,1131,10487,13040,1.0,3839,180017
21,1393,10454,14159,1.0,3582,150017
20,1137,5624,9174,1.0,1521,80017
23,1834,13828,19427,1.0,4758,170017
33,4621,20942,36980,1.0,4092,250017
17,20,121,121,1.0,1,50017
25,960,9182,11283,1.0,3432,210017
20,1917,14386,20242,1.0,4915,140017
22,1290,8607,12548,1.0,2922,140017
18,886,8625,10564,1.0,3261,140017
25,1349,11930,14957,1.0,4111,210017
32,2802,18948,25885,1.0,5593,280017
23,1537,11395,15797,1.0,4087,170017
21,3043,17540,29051,1.0,5088,130017
18,673,5499,7283,1.0,2111,100017
22,2620,13269,22063,1.0,3291,140017
28,2421,19556,25523,1.0,6456,240017
18,846,8244,10121,1.0,3124,140017
22,976,9272,11380,1.0,3460,180017
20,772,6651,8073,1.0,2368,160017
19,632,5167,6471,1.0,1810,110017
24,1033,7821,9924,1.0,2480,180017
20,1048,9944,12234,1.0,3780,160017
28,1307,5978,10078,1.0,1552,180017
20,615,4667,6123,1.0,1591,120017
17,20,121,121,1.0,1,50017
20,517,2401,3305,1.0,494,80017
18,282,2178,2660,1.0,711,100017
22,1210,10411,13264,1.0,3684,180017
19,1979,11390,17513,1.0,3484,130017
19,231,1079,1444,1.0,233,70017
24,6796,28427,60899,1.0,5803,120017
19,134,1107,1264,1.0,213,110017
24,1507,10758,14367,1.0,3401,180017
18,1356,7942,11887,1.0,2633,100017
18,1044,8273,10900,1.0,2908,120017
23,1512,11407,15295,1.0,3847,170017
28,4498,22537,37153,1.0,5032,220017
19,976,7049,9053,1.0,2138,150017
29,2430,17944,24012,1.0,5011,250017
18,136,1143,1318,1.0,291,100017
18,673,5452,7187,1.0,2041,100017
19,885,6984,8935,1.0,2391,130017
51,4646,33014,44851,1.0,9434,470017
27,2261,15944,23040,1.0,5016,210017
18,1391,8207,12289,1.0,2811,100017
29,1036,9592,11788,1.0,3510,250017
23,1579,12189,16757,1.0,4311,170017
20,187,1329,1636,1.0,236,80017
31,1002,9478,11594,1.0,3491,270017
18,237,1843,2252,1.0,590,100017
22,1586,12146,16759,1.0,4009,160017
20,770,3655,6355,1.0,1249,80017
23,2448,14354,22569,1.0,4224,150017
19,231,1079,1444,1.0,233,70017
17,74,408,462,1.0,77,70017
26,939,5373,7771,1.0,1601,160017
18,1128,9001,12076,1.0,3122,120017
21,746,5555,7032,1.0,1803,150017
46,988,6493,8115,1.0,1883,400017
20,1136,10576,13134,1.0,3892,160017
20,929,7212,9251,1.0,2484,140017
19,231,1079,1444,1.0,233,70017
18,673,5499,7283,1.0,2111,100017
23,1571,11857,16205,1.0,4015,170017
17,20,121,121,1.0,1,50017
22,1184,7864,10709,1.0,2429,160017
22,1991,14952,21272,1.0,5108,160017
22,1143,10056,12732,1.0,3556,180017
41,5487,26567,44859,1.0,5758,350017
23,2122,15805,22594,1.0,5380,170017
23,1836,13825,19353,1.0,4672,170017
22,1648,9863,14753,1.0,2494,140017
19,579,3641,5086,1.0,1112,110017
27,1883,16093,20562,1.0,5311,230017
17,76,629,699,1.0,133,90017
22,1238,10632,13582,1.0,3694,180017
20,2567,12207,20622,1.0,2671,100017
19,1083,10226,12537,1.0,3731,150017
19,767,4611,6840,1.0,1379,90017
35,1410,4885,8791,1.0,571,250017
22,2147,14699,21703,1.0,4783,160017
21,4172,20756,38047,1.0,5274,110017
22,1501,11631,15114,1.0,3759,180017
22,1965,14638,20601,1.0,4984,160017
19,168,1408,1680,1.0,373,110017
26,1046,6022,9360,1.0,1663,180017
20,1172,10662,13207,1.0,3929,160017
20,1890,8824,16074,1.0,2841,80017
19,1160,7575,11564,1.0,2496,90017
20,1545,11945,16444,1.0,4114,140017
26,1091,7936,10882,1.0,2434,200017
24,1507,8733,12371,1.0,2400,180017
19,1188,10391,13126,1.0,3681,150017
25,1037,7615,9813,1.0,2505,190017
20,2134,13170,20386,1.0,3835,120017
19,143,646,781,1.0,96,70017
20,1810,13665,19284,1.0,4711,140017
21,1588,11705,16012,1.0,3853,130017
25,1333,11359,14407,1.0,3834,210017
19,1300,10314,14004,1.0,3645,110017
20,948,9073,11178,1.0,3467,160017
