0,1,2,3,4,5,6
38,104,411,438,1.0,50,260003
33,128,467,511,1.0,83,200003
69,543,1882,2595,1.0,403,270003
42,180,612,708,1.0,112,230003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
57,182,636,698,1.0,87,280003
145,243,740,871,1.0,59,420003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
70,661,2225,3224,1.0,664,340003
132,427,1348,1557,1.0,143,430003
20,50,133,174,1.0,28,80003
61,115,384,425,1.0,32,240003
20,50,133,174,1.0,28,80003
32,375,1082,1646,1.0,260,160003
20,50,133,174,1.0,28,80003
135,254,985,1088,1.0,162,660003
17,26,72,80,1.0,10,50003
280,5935,20435,34910,1.0,3755,620003
80,243,943,1023,1.0,156,520003
170,3876,14537,22909,1.0,4089,440003
258,4871,18053,28542,1.0,5295,520003
19,103,317,412,1.0,52,90003
24,70,179,242,1.0,45,100003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
579,19077,70232,115495,1.0,19685,1290003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
294,6396,20736,35126,1.0,6147,620003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
60,218,767,860,1.0,112,320003
17,26,72,80,1.0,10,50003
165,3445,11882,19791,1.0,2422,430003
56,176,617,704,1.0,97,280003
33,316,799,1176,1.0,196,280003
126,197,622,715,1.0,34,370003
239,9317,34240,56529,1.0,8366,630003
99,413,1455,1688,1.0,199,430003
20,75,240,294,1.0,48,120003
36,109,412,430,1.0,50,240003
17,26,72,80,1.0,10,50003
25,224,676,948,1.0,146,140003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
37,400,1129,1661,1.0,264,240003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
646,21047,76602,128664,1.0,19249,1200003
20,50,133,174,1.0,28,80003
27,229,654,946,1.0,159,160003
57,274,999,1173,1.0,114,330003
42,139,544,590,1.0,88,300003
42,131,570,618,1.0,206,390003
48,510,1343,2004,1.0,336,370003
74,682,2200,3340,1.0,683,380003
17,26,72,80,1.0,10,50003
187,585,1847,2154,1.0,204,620003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
177,4968,17054,27604,1.0,5598,440003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
35,342,874,1275,1.0,212,300003
80,196,652,718,1.0,54,310003
17,26,72,80,1.0,10,50003
28,284,839,1303,1.0,205,120003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
23,177,513,756,1.0,133,120003
29,255,719,1044,1.0,174,180003
38,544,1556,2516,1.0,403,180003
20,50,133,174,1.0,28,80003
36,434,1234,1901,1.0,293,200003
17,26,72,80,1.0,10,50003
33,329,936,1342,1.0,217,220003
147,6006,21502,35816,1.0,5387,490003
32,393,1130,1816,1.0,293,140003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
33,93,358,381,1.0,43,200003
20,50,133,174,1.0,28,80003
238,5038,17145,27745,1.0,5185,540003
28,284,839,1303,1.0,205,120003
28,284,839,1303,1.0,205,120003
20,50,133,174,1.0,28,80003
47,517,1266,1993,1.0,300,370003
146,5075,18749,30245,1.0,5335,440003
60,461,1690,2293,1.0,341,320003
28,284,839,1303,1.0,205,120003
161,4889,15953,26913,1.0,4468,450003
284,10150,36570,60489,1.0,10024,740003
17,26,72,80,1.0,10,50003
139,268,1057,1164,1.0,174,700003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
31,72,278,295,1.0,25,180003
20,50,133,174,1.0,28,80003
114,3494,12887,20494,1.0,3575,360003
13,33,125,133,1.0,28,100003
106,224,750,851,1.0,79,390003
194,307,937,1105,1.0,68,550003
30,354,1059,1591,1.0,259,140003
20,50,133,174,1.0,28,80003
30,354,1059,1591,1.0,259,140003
96,2749,8986,15083,1.0,1722,420003
118,219,716,831,1.0,70,370003
150,6285,22614,37852,1.0,5650,480003
17,26,72,80,1.0,10,50003
28,284,839,1303,1.0,205,120003
76,1136,3885,5999,1.0,1034,320003
314,8473,30355,50004,1.0,6694,720003
17,26,72,80,1.0,10,50003
258,4661,17030,27052,1.0,4901,520003
20,50,133,174,1.0,28,80003
110,246,816,957,1.0,88,370003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
363,7309,23916,40191,1.0,6846,710003
39,426,1185,1758,1.0,281,260003
20,50,133,174,1.0,28,80003
70,294,981,1192,1.0,134,290003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
48,202,503,737,1.0,140,220003
55,150,543,608,1.0,84,260003
254,6089,22117,35402,1.0,4385,620003
54,337,1243,1627,1.0,261,260003
72,1364,4391,7064,1.0,1100,280003
17,26,72,80,1.0,10,50003
42,362,1284,1737,1.0,245,220003
532,11339,40629,64546,1.0,15543,920003
28,284,839,1303,1.0,205,120003
131,3485,11358,18841,1.0,3666,410003
176,397,1139,1270,1.0,87,470003
143,7255,25207,43514,1.0,6060,530003
17,26,72,80,1.0,10,50003
46,157,539,584,1.0,59,260003
169,8530,25874,47691,1.0,6875,610003
27,238,604,882,1.0,147,220003
133,4474,16467,26395,1.0,4317,410003
17,26,72,80,1.0,10,50003
38,133,514,562,1.0,80,260003
20,139,363,516,1.0,83,150003
222,8271,26666,46410,1.0,7891,620003
17,26,72,80,1.0,10,50003
24,70,179,242,1.0,45,100003
25,186,486,732,1.0,101,150003
114,3494,12895,20494,1.0,3591,360003
25,224,676,948,1.0,146,140003
17,26,72,80,1.0,10,50003
29,264,673,986,1.0,164,240003
17,26,72,80,1.0,10,50003
196,5304,19586,31221,1.0,5549,520003
17,26,72,80,1.0,10,50003
53,440,1470,2031,1.0,334,270003
20,50,133,174,1.0,28,80003
16,108,303,405,1.0,65,110003
151,6524,22777,38750,1.0,5563,510003
43,437,1171,1736,1.0,290,320003
32,375,1082,1646,1.0,260,160003
38,106,418,457,1.0,54,260003
35,355,1015,1438,1.0,233,240003
136,297,857,953,1.0,69,390003
14,61,166,222,1.0,34,90003
20,50,133,174,1.0,28,80003
155,425,1384,1549,1.0,124,510003
64,770,2688,4075,1.0,712,280003
52,468,1549,2278,1.0,441,240003
283,6733,23124,37702,1.0,6699,750003
17,26,72,80,1.0,10,50003
222,352,1198,1369,1.0,130,770003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
132,2719,8608,14528,1.0,1672,400003
20,50,133,174,1.0,28,80003
56,183,638,706,1.0,91,280003
110,2581,9411,15143,1.0,2179,340003
134,267,865,1012,1.0,99,430003
17,26,72,80,1.0,10,50003
165,315,997,1183,1.0,110,520003
313,7172,25064,40499,1.0,9091,610003
63,436,1523,2064,1.0,342,290003
80,147,476,535,1.0,49,290003
130,257,774,930,1.0,90,390003
41,81,287,308,1.0,27,200003
20,50,133,174,1.0,28,80003
372,8005,29280,46929,1.0,8163,760003
17,26,72,80,1.0,10,50003
45,174,603,686,1.0,103,270003
56,152,511,557,1.0,59,280003
19,103,317,412,1.0,52,90003
28,284,839,1303,1.0,205,120003
138,358,1072,1202,1.0,123,410003
17,26,72,80,1.0,10,50003
76,153,531,589,1.0,40,320003
20,50,133,174,1.0,28,80003
24,70,179,242,1.0,45,100003
82,1575,5588,8584,1.0,1197,300003
17,26,72,80,1.0,10,50003
74,1090,3740,5802,1.0,987,300003
58,102,370,409,1.0,36,250003
17,26,72,80,1.0,10,50003
190,730,2346,2781,1.0,353,530003
20,50,133,174,1.0,28,80003
148,8065,27659,48418,1.0,5921,540003
102,2694,9679,15703,1.0,2480,340003
166,4192,14773,23594,1.0,5012,400003
182,6571,23983,39082,1.0,6374,540003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
24,70,179,242,1.0,45,100003
105,268,1011,1141,1.0,105,520003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
35,342,874,1275,1.0,212,300003
58,179,618,678,1.0,92,300003
56,614,1609,2390,1.0,409,450003
17,26,72,80,1.0,10,50003
49,155,572,639,1.0,90,280003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
115,1573,5224,8083,1.0,1462,430003
39,394,1004,1471,1.0,243,340003
28,284,839,1303,1.0,205,120003
22,176,470,658,1.0,98,170003
99,3522,12678,20825,1.0,3633,320003
174,531,1805,2023,1.0,167,580003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
24,70,179,242,1.0,45,100003
24,70,176,241,1.0,44,100003
82,183,646,725,1.0,103,390003
146,211,652,759,1.0,32,410003
24,70,179,242,1.0,45,100003
24,70,179,242,1.0,45,100003
136,330,989,1114,1.0,118,440003
48,124,477,510,1.0,56,280003
24,70,176,241,1.0,44,100003
169,5629,21199,33978,1.0,5962,470003
88,4598,15555,26470,1.0,3528,420003
98,6186,20282,35104,1.0,4319,520003
32,305,786,1137,1.0,179,270003
24,70,179,242,1.0,45,100003
68,203,721,823,1.0,109,320003
17,26,72,80,1.0,10,50003
48,113,438,476,1.0,56,280003
20,50,133,174,1.0,28,80003
190,4883,15402,26566,1.0,3872,520003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
54,467,1553,2295,1.0,446,260003
17,26,72,80,1.0,10,50003
57,628,1584,2358,1.0,387,520003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
157,7761,27125,46313,1.0,6117,550003
206,333,1012,1202,1.0,69,530003
21,109,289,426,1.0,65,110003
118,4353,16113,25838,1.0,4366,400003
33,128,467,511,1.0,83,200003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
160,6106,22225,36409,1.0,5917,500003
54,467,1553,2295,1.0,446,260003
304,9142,35497,55541,1.0,11791,700003
25,212,545,784,1.0,131,200003
36,434,1234,1901,1.0,293,200003
32,375,1082,1646,1.0,260,160003
87,280,1050,1217,1.0,114,390003
17,26,72,80,1.0,10,50003
37,368,954,1378,1.0,227,320003
552,4655,15658,24923,1.0,3114,940003
38,135,513,545,1.0,68,260003
50,144,534,597,1.0,65,300003
106,202,655,764,1.0,66,330003
138,291,1024,1181,1.0,91,490003
17,26,72,80,1.0,10,50003
15,61,196,224,1.0,38,120003
16,108,303,405,1.0,65,110003
196,6794,23830,40888,1.0,6002,540003
17,26,72,80,1.0,10,50003
30,354,1059,1591,1.0,259,140003
118,2951,9643,16239,1.0,2875,340003
24,70,179,242,1.0,45,100003
50,115,437,467,1.0,47,300003
61,113,384,434,1.0,33,240003
99,261,810,903,1.0,110,360003
101,1068,3433,5389,1.0,1217,350003
117,4586,16402,26989,1.0,4084,410003
134,4140,15578,24688,1.0,4558,400003
46,165,587,644,1.0,89,260003
34,410,1198,1827,1.0,261,180003
145,5564,20095,33216,1.0,5133,470003
134,3484,12329,20020,1.0,4063,480003
28,284,839,1303,1.0,205,120003
504,10458,37217,61079,1.0,8305,900003
54,149,509,556,1.0,73,270003
18,123,342,464,1.0,69,130003
36,82,311,327,1.0,27,240003
20,50,133,174,1.0,28,80003
140,322,962,1064,1.0,87,430003
142,4736,16542,28051,1.0,3816,480003
187,4679,16937,26401,1.0,5050,590003
131,5523,17714,32336,1.0,3420,470003
113,303,927,1034,1.0,109,360003
21,109,289,426,1.0,65,110003
60,182,692,802,1.0,81,270003
17,26,72,80,1.0,10,50003
21,160,414,594,1.0,99,160003
20,50,133,174,1.0,28,80003
19,103,317,412,1.0,52,90003
32,110,274,386,1.0,76,140003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
28,284,839,1303,1.0,205,120003
247,4804,15356,26248,1.0,3768,540003
61,592,1952,2886,1.0,536,270003
17,26,72,80,1.0,10,50003
31,290,737,1079,1.0,179,260003
174,5267,18548,31215,1.0,5132,430003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
156,344,991,1104,1.0,77,430003
20,50,133,174,1.0,28,80003
64,399,1431,1865,1.0,292,280003
44,461,1235,1823,1.0,295,330003
17,26,72,80,1.0,10,50003
85,153,507,568,1.0,55,350003
20,50,133,174,1.0,28,80003
193,6861,24413,40946,1.0,7165,570003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
30,354,1059,1591,1.0,259,140003
307,7788,25646,43168,1.0,7786,710003
180,5000,17230,27989,1.0,6071,460003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
250,3965,12642,20725,1.0,3761,680003
88,1030,2635,3958,1.0,655,770003
116,2637,9441,15424,1.0,2102,380003
20,50,133,174,1.0,28,80003
75,209,755,859,1.0,76,350003
20,50,133,174,1.0,28,80003
28,284,839,1303,1.0,205,120003
46,116,423,455,1.0,45,260003
20,50,133,174,1.0,28,80003
33,316,799,1176,1.0,196,280003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
38,373,948,1398,1.0,226,330003
17,26,72,80,1.0,10,50003
43,118,438,474,1.0,55,220003
17,26,72,80,1.0,10,50003
250,5048,18939,29648,1.0,5476,520003
20,50,133,174,1.0,28,80003
40,145,547,592,1.0,92,280003
24,70,179,242,1.0,45,100003
20,50,133,174,1.0,28,80003
44,390,1331,1792,1.0,253,240003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
43,450,1153,1689,1.0,268,380003
40,516,1496,2267,1.0,338,240003
106,230,852,960,1.0,104,500003
118,4455,16237,26449,1.0,4391,400003
86,1144,3954,6055,1.0,1165,340003
28,284,839,1303,1.0,205,120003
30,354,1059,1591,1.0,259,140003
250,5036,18721,29571,1.0,5443,520003
117,280,934,1020,1.0,124,480003
27,199,497,768,1.0,118,170003
20,50,133,174,1.0,28,80003
98,3694,13325,21789,1.0,3344,360003
15,61,196,224,1.0,38,120003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
223,454,1560,1734,1.0,127,660003
143,339,1139,1244,1.0,153,580003
101,169,558,646,1.0,32,320003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
141,4123,14673,23992,1.0,3653,410003
43,118,438,474,1.0,55,220003
224,4855,16552,26944,1.0,5356,510003
20,50,133,174,1.0,28,80003
35,355,1015,1438,1.0,233,240003
72,201,656,747,1.0,118,330003
55,131,455,507,1.0,54,290003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
229,957,2990,3848,1.0,497,620003
51,171,574,639,1.0,86,220003
286,9824,36031,58601,1.0,10399,760003
20,50,133,174,1.0,28,80003
133,3623,11627,19615,1.0,3703,430003
17,26,72,80,1.0,10,50003
228,6503,25198,39298,1.0,8120,540003
17,26,72,80,1.0,10,50003
18,123,342,464,1.0,69,130003
56,115,410,445,1.0,30,280003
94,973,3335,4994,1.0,1142,340003
17,26,72,80,1.0,10,50003
342,7040,26642,41740,1.0,8501,680003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
158,5315,18571,31408,1.0,4488,480003
17,26,72,80,1.0,10,50003
287,11716,42497,70716,1.0,10070,730003
114,257,821,954,1.0,111,390003
157,5304,18767,30946,1.0,4572,470003
128,282,839,931,1.0,70,390003
23,186,476,687,1.0,116,180003
112,2891,10409,16525,1.0,3137,420003
73,1111,3693,5755,1.0,871,310003
17,26,72,80,1.0,10,50003
452,8191,26923,44877,1.0,8612,840003
17,26,72,80,1.0,10,50003
28,284,839,1303,1.0,205,120003
17,26,72,80,1.0,10,50003
68,204,666,740,1.0,91,270003
24,70,179,242,1.0,45,100003
14,61,166,222,1.0,34,90003
172,4233,14465,23455,1.0,4888,440003
235,10987,37464,66189,1.0,9211,710003
29,264,673,986,1.0,164,240003
56,123,440,486,1.0,34,280003
98,198,656,757,1.0,73,330003
16,108,303,405,1.0,65,110003
230,5148,19240,30057,1.0,5603,540003
73,347,1146,1389,1.0,177,320003
20,50,133,174,1.0,28,80003
40,406,1093,1612,1.0,277,290003
17,26,72,80,1.0,10,50003
84,1232,4240,6646,1.0,1186,320003
127,5417,19532,32380,1.0,5251,450003
31,72,278,295,1.0,25,180003
17,26,72,80,1.0,10,50003
85,134,454,511,1.0,38,320003
20,50,133,174,1.0,28,80003
125,4520,16456,26570,1.0,4395,410003
167,4364,13954,23890,1.0,3701,440003
17,26,72,80,1.0,10,50003
52,166,552,635,1.0,97,250003
211,5213,19182,30277,1.0,5237,530003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
81,893,2998,4407,1.0,890,310003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
30,354,1059,1591,1.0,259,140003
21,171,466,644,1.0,94,160003
17,108,283,398,1.0,68,120003
17,26,72,80,1.0,10,50003
48,118,427,455,1.0,50,280003
40,613,1770,2856,1.0,460,180003
77,356,1276,1462,1.0,155,370003
74,743,2558,3728,1.0,799,300003
107,515,1780,2185,1.0,266,430003
17,26,72,80,1.0,10,50003
25,224,676,948,1.0,146,140003
24,70,179,242,1.0,45,100003
85,249,756,871,1.0,113,300003
33,150,554,630,1.0,85,200003
28,284,839,1303,1.0,205,120003
156,261,811,960,1.0,55,430003
14,61,166,222,1.0,34,90003
17,26,72,80,1.0,10,50003
201,7138,26545,43153,1.0,7846,550003
58,109,415,450,1.0,38,300003
138,5311,19438,31940,1.0,5242,440003
110,3032,9677,16836,1.0,2713,340003
34,328,878,1312,1.0,222,230003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
28,284,839,1303,1.0,205,120003
58,160,573,631,1.0,82,300003
20,50,133,174,1.0,28,80003
156,411,1341,1486,1.0,167,590003
14,61,166,222,1.0,34,90003
17,26,72,80,1.0,10,50003
98,3604,13307,21300,1.0,3750,360003
159,5532,19198,32674,1.0,5146,530003
28,99,257,360,1.0,62,120003
113,254,773,855,1.0,65,360003
20,139,363,516,1.0,83,150003
261,3636,12692,19856,1.0,3841,510003
86,187,567,623,1.0,46,290003
20,50,133,174,1.0,28,80003
100,1707,5902,9444,1.0,1246,320003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
59,193,693,760,1.0,105,300003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
46,121,423,457,1.0,43,260003
65,226,670,835,1.0,129,370003
50,546,1430,2174,1.0,366,370003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
32,305,786,1137,1.0,179,270003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
264,7805,25327,43074,1.0,6502,660003
20,50,133,174,1.0,28,80003
92,2819,9242,15469,1.0,1829,400003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
14,61,166,222,1.0,34,90003
118,219,716,831,1.0,70,370003
42,112,382,436,1.0,59,230003
48,510,1343,2004,1.0,336,370003
20,50,133,174,1.0,28,80003
37,390,1120,1586,1.0,257,260003
216,6077,22594,36651,1.0,6842,500003
52,172,582,670,1.0,87,250003
41,154,548,606,1.0,79,200003
41,154,548,606,1.0,79,200003
20,50,133,174,1.0,28,80003
60,164,592,647,1.0,100,330003
54,705,1862,2944,1.0,456,380003
24,70,179,242,1.0,45,100003
17,26,72,80,1.0,10,50003
23,177,513,756,1.0,133,120003
36,434,1234,1901,1.0,293,200003
14,61,166,222,1.0,34,90003
67,220,814,896,1.0,117,380003
17,26,72,80,1.0,10,50003
72,240,891,989,1.0,132,390003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
317,11902,42507,72074,1.0,9929,750003
20,50,133,174,1.0,28,80003
105,2593,9197,14436,1.0,2462,410003
56,614,1609,2390,1.0,409,450003
20,50,133,174,1.0,28,80003
27,199,497,768,1.0,118,170003
17,26,72,80,1.0,10,50003
130,1619,5434,8477,1.0,1086,400003
33,329,936,1342,1.0,217,220003
17,26,72,80,1.0,10,50003
31,301,872,1298,1.0,224,160003
28,284,839,1303,1.0,205,120003
21,109,289,426,1.0,65,110003
61,115,384,425,1.0,32,240003
17,26,72,80,1.0,10,50003
117,322,1091,1284,1.0,123,400003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
30,115,488,545,1.0,59,210003
132,194,638,735,1.0,41,430003
17,26,72,80,1.0,10,50003
86,187,640,718,1.0,60,340003
87,176,669,737,1.0,48,390003
149,363,1163,1299,1.0,96,480003
101,361,1182,1350,1.0,132,380003
20,50,133,174,1.0,28,80003
61,581,1894,2801,1.0,529,270003
17,26,72,80,1.0,10,50003
21,109,289,426,1.0,65,110003
124,3924,14560,23356,1.0,4053,380003
64,671,2239,3325,1.0,656,280003
17,26,72,80,1.0,10,50003
23,138,352,531,1.0,81,130003
50,113,441,474,1.0,51,300003
24,70,179,242,1.0,45,100003
46,670,1884,2953,1.0,435,280003
47,123,435,481,1.0,66,290003
20,50,133,174,1.0,28,80003
78,2971,10716,17314,1.0,2621,320003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
23,177,513,756,1.0,133,120003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
140,3873,12533,21324,1.0,3499,390003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
366,7351,26220,42534,1.0,6057,720003
17,26,72,80,1.0,10,50003
32,375,1082,1646,1.0,260,160003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
72,1364,4391,7064,1.0,1100,280003
97,270,868,962,1.0,109,360003
73,1260,4222,6540,1.0,1081,260003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
38,495,1408,2232,1.0,343,200003
17,26,72,80,1.0,10,50003
28,284,839,1303,1.0,205,120003
20,50,133,174,1.0,28,80003
20,50,133,174,1.0,28,80003
41,139,479,520,1.0,55,200003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
16,108,303,405,1.0,65,110003
17,26,72,80,1.0,10,50003
21,109,289,426,1.0,65,110003
17,26,72,80,1.0,10,50003
38,84,304,325,1.0,30,200003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
17,26,72,80,1.0,10,50003
50,546,1430,2174,1.0,366,370003
82,1712,5986,9437,1.0,1237,300003
31,112,400,442,1.0,67,180003
28,284,839,1303,1.0,205,120003
20,50,133,174,1.0,28,80003
17,26,72,80,1.0,10,50003
24,70,179,242,1.0,45,100003
62,619,2043,3093,1.0,627,260003
325,5774,19831,31564,1.0,6867,620003
77,255,930,1071,1.0,115,370003
82,865,2972,4396,1.0,957,300003
17,26,72,80,1.0,10,50003
31,290,737,1079,1.0,179,260003
20,50,133,174,1.0,28,80003
174,292,938,1095,1.0,84,530003
43,160,569,672,1.0,72,220003
19,103,317,412,1.0,52,90003
48,113,411,436,1.0,44,280003
17,26,72,80,1.0,10,50003
20,50,133,174,1.0,28,80003
71,207,667,741,1.0,83,260003
65,171,531,594,1.0,74,260003
17,26,72,80,1.0,10,50003
119,2791,8643,14817,1.0,1737,370003
17,26,72,80,1.0,10,50003
40,103,373,405,1.0,61,210003
132,3514,12878,20593,1.0,3493,380003
40,153,585,636,1.0,98,280003
20,50,133,174,1.0,28,80003
36,434,1234,1901,1.0,293,200003
63,168,584,673,1.0,76,260003
36,93,359,386,1.0,39,240003
30,354,1059,1591,1.0,259,140003
50,106,416,442,1.0,44,300003
108,400,1423,1850,1.0,262,320003
20,50,133,174,1.0,28,80003
30,177,514,643,1.0,112,210003
132,203,665,760,1.0,55,430003
44,806,2351,3585,1.0,417,280003
136,6836,23443,40991,1.0,5521,500003
189,5692,21242,33852,1.0,5794,510003
221,7368,27458,44250,1.0,7764,590003
38,436,1174,1891,1.0,307,220003
20,50,133,174,1.0,28,80003
30,354,1059,1591,1.0,259,140003
167,383,1156,1284,1.0,96,500003
